id,title,price(USD),building_area(m²),land_area(m²),bedrooms,location
dd46e83a4a_0.webp,Eastlea House Prime Investment Opportunity $350 000,340000,1000,1555,5,EASTLEA
957da82328_0.webp,"Prime Land for Sale in Goodhope, Westgate  2972 sqm",150000,0,2972,,Harare
1212f74eed_0.webp,Paddonhurst80,80000,1,1,3,Bulawayo
571ac8a64b_0.webp,Belvedere Ridgeview House for sale,290000,400,2000,2,Belvedere
e1ba6e385e_0.webp,Prime CBD Restaurant Opportunity,400000,300,482,,Bulawayo
dd7a49c85b_0.webp,"1250m² Residential Land for Sale in Upmarket Sandton Park, Harare West",32000,0,1250,,Harare
9b681f904f_0.webp,Cluster home for Sale- Waterfalls FBC Complex Phase 1,130000,120,500,3,Waterfalls
878f75d930_0.webp,8.25 Ha Plot In Banket With 3 Boreholes,570000,0,82500,,
8bedcf6a62_0.webp,3-Bedroom Mandara Home with Pool and Borehole,320000,150,4278,3,Harare
0c5d683c30_0.webp,Donnington23,2300000,1,1,,Bulawayo
3d94156e06_0.webp,Philadelphia House For Sale,650000,1000,4600,6,Harare
fc67ca26de_0.webp,Freshly Renovated Home. Move-In Ready,320000,500,2000,1,Harare
b7bc48beb4_0.webp,Family home,80000,200,450,4,Harare
feea012454_0.webp,Cottage in Crowhill,45000,200,1000,3,Harare
05448ce650_0.webp,Industrial Property Ready To Move In,1600000,7000,16000,,
1b86e43819_0.webp,Stands Stands for Sale Investors Choice,36000,0,800,,
762d268bfa_0.webp,Charming Waneka Flat 2-Bedroom Gem with Fitted Kitchen,46000,0,3300,2,Harare
a08bc8f36d_0.webp,"Prime 2,000sqm Residential Stands for Sale in The Grange  Off Drew Road",150000,0,2000,,The Grange
de69d1096b_0.webp,Borrowdale Carrick Creagh Stand,190000,0,3300,,Borrowdale
575e730ae5_0.webp,Fourwinds for sale,120000,4962,4962,3,Bulawayo
d14c25029c_0.webp,Westgate 3-Bedroom Home for Sale  Prime Location Near American Embassy,180000,690,1000,3,Harare
2b3eab3c53_0.webp,Old Mt Pleasant stand,150000,450,2072,3,Hatfield
1d87553d9b_0.webp,"200sqm stand in southview fidelity park , developer cession 14.5k , tarred roads",14500,0,200,,Harare
2d1f5bb4fc_0.webp,A Rare Opportunity,1150000,450,450,,Harare
fed5ad2b89_0.webp,House For Sale,50000,150,300,4,Harare
c0cb1693f2_0.webp,House for sale,148000,350,1250,4,Harare
84433a0356_0.webp,5 hectare Agro-Plots in Shamva,30000,0,50000,,Harare
5225ffe0d1_0.webp,"Spacious 4-Bedroom Family Home in Hatcliffe, Harare",55000,450,600,4,Harare
09567339c8_0.webp,"Charming 2-Bedroom House with Borehole in Eastlea, Harare",250000,180,1800,2,Eastlea
8e74b553fe_0.webp,Prime Commercial Avondale Head Office Option,620000,600,4763,1,Avondale
1622fba44d_0.webp,2000sqm  Esteemed Carrick Creagh Estate,105000,0,2000,,Harare
4ca0de1914_0.webp,"Modern, Secure Newly Built Townhouse",170000,530,7608,,Hillside
06ca3c68aa_0.webp,Investors Delight,85000,150,1500,3,Harare
b12042dcfb_0.webp,Fully Serviced Stands,18000,0,400,,Harare
8a96b8e14a_0.webp,Perfectly located bedsitter flat for sale,55000,0,0,,Harare
ab6ed26a04_0.webp,Prime 1000 m² Stands for Sale in Gweru Clydesdale Park with Tarred Roads,25000,0,1000,,
485e94d8fe_0.webp,Prime Block of 12 Flats,1150000,700,862,2,Harare
52a56ff23d_0.webp,Incomplete House for sale,38000,240,240,3,Harare
70432e80e5_0.webp,Industrial And Warehouse For Sale With Office Space,650000,0,400,,Bulawayo
cfebf9ed79_0.webp,A Choice Of 56 Bed Town House For Sale In Vainona,300000,0,0,56,Harare
5833269e64_0.webp,Madokero House For Sale,145000,270,400,5,Harare
cfa8607659_0.webp,Madokero house for sale,135000,250,400,4,Harare
64b7ec0aa8_0.webp,"A Choice of Several Industrial Stands in Sunway City, Harare",270000,0,100000,,Harare
cffc9ea3c3_0.webp,8 Bedroom House On 1Acre Along Harare Drive,850000,900,4121,8,Harare
620abd194e_0.webp,Superb Opportunity,45000,380,1193,4,Kuwadzana
8d2c0edf41_0.webp,Hatfield Stand,45000,0,500,,Hatfield
ef34f1089d_0.webp,House for Sale  Eastlea,269000,500,1193,,Eastlea
17422e407c_0.webp,Modern 2 Bed Flat in Prime Location,40000,100,100000,4,Harare
2b75244ffe_0.webp,Superb Opportunity,650000,0,10450,,Harare
d5edf37cce_0.webp,Expansive 150 Hectares Farm in Bindura Prime Agricultural Land,245000,0,1500000,,
6cbd5f1baa_0.webp,Best townhouse value,220000,200,296,,Mount Pleasant
322e003fb1_0.webp,Stand for Sale in Crohill views,30000,0,1000,,Harare
04d3a545da_0.webp,A Hidden Gem,230000,1,8094,3,Bulawayo
4b5d16d8b3_0.webp,Solid 3 bed 3 bath property in great location.,405000,290,2000,3,Harare
1701f6e83d_0.webp,4 bedroom home in a sought after Carrick Creagh Estate,270000,2000,60000,4,Harare
30e55be3bc_0.webp,"Prime 4000m² Stand for Sale in Carrick Creagh, Harare North",115000,1000,2000,,Harare
ae933d23b5_0.webp,An Agro-Industrial Property up for sale,850000,600,60000,,
41e2ddf1a9_0.webp,Chicago township house for sale,90000,300,1000,3,
2bc59f55fc_0.webp,Agro-Residential Plot for Sale,45000,0,54000,,
634bb970f7_0.webp,Prime Commercial Land Opportunity In Marlborough,1000000,6738,6738,,Harare
416f318625_0.webp,Belvedere West House Forsale,185000,600,1050,5,Belvedere
00c209ed26_0.webp,Spacious 3-Bedroom Home with Garden and Entertainment Space in Greendale North,350000,800,4049,3,Greendale
f0cf3436d5_0.webp,Price Reduced,55000,0,1000,,Harare
68544650af_0.webp,Strategic Zindoga Commercial Property  Harare,1420000,950,1438,3,Harare
f551338a94_0.webp,Elegant 4 Bed2 Bath Mount Pleasant Home,450000,300,4000,4,Mount Pleasant
ca064c367a_0.webp,Superb Opportunity,160000,460,500,4,Harare
0bf83dd53f_0.webp,Msasa Park House For Sale,75000,200,400,3,Msasa
4c9f328c0b_0.webp,Fine Living in the Highlands Park Neighbourhood,450000,252,500,4,Highlands
77e447a9a6_0.webp,Nyeredzi Ridge Pomona Stand Spacious 802m² with Tarred Road Access,80200,0,802,,Harare
9ae4c325e6_0.webp,Investment Opportunity  3-Bedroom Fixer-Upper with Huge Potential,140000,150,1425,3,Harare
edaa875410_0.webp,Expand Your Horizons -Your Canvass For Success,899000,0,8585,,Bulawayo
1a569d2b28_0.webp,SMART Luxurious POMONA TOWN HOUSES,550000,300,1000,6,Borrowdale
9ddaa5345a_0.webp,hatfield 3 bedroomed house close to seke rd,220000,800,4048,3,Hatfield
e3d6975f3e_0.webp,Southerton prime industrial property for sale,1800000,4000,8200,,Harare
7adec19b0b_0.webp,Invest in Sandton Phase 1.,46000,0,1695,,Harare
1e577e0c05_0.webp,"Stunning 4-Bed House in Zimre Park, Harare",125000,712,712,4,Harare
ea151088b9_0.webp,Location Location Location,950000,800,4023,5,Harare
7ae6738f65_0.webp,Nyabira stand ready to built electricity available and roads,12000,0,300,,Harare
006691eba6_0.webp,Prime Commercial Property Highlands,990000,750,4063,,Highlands
d4bcb270e7_0.webp,Borrowdale Brookview House,1400000,4200,4200,8,Borrowdale
a4d751fdda_0.webp,Charming Hotel for Sale in Bulawayo  Spacious 695 m² Land,1689000,695,695,,Bulawayo
c357498420_0.webp,Chitungwiza Industrial Stand for Sale,40000,3000,3000,5,
4f1c17a335_0.webp,Investment opportunity,120000,0,2300,,Mount Pleasant
5b6f373aa2_0.webp,Newly built cluster unit for sale,380000,450,613,3,Mount Pleasant
6e17f694f8_0.webp,"Prime CBD Shops for Sale,Sectional Title Deed,from 5sqm to 40sqm along Kaguvi 9500sqm.deposit 50",55000,0,4047,,Harare
89e791a159_0.webp,Iconic Commercial Building for sale Harare CBD,5700000,679,1979,,Harare
97f553085a_0.webp,Prime Commercial Property for Sale,1300000,300,4047,,Milton Park
f5a7b43bd8_0.webp,Exclusive Residential Developement In Groom Bridge,370000,205,679,3,Harare
3cd55aabc7_0.webp,Quaint Home With Character,475000,175,2774,3,Harare
94ef8d6907_0.webp,Modern HomeOffice,260000,230,1193,3,Eastlea
179a0f216f_0.webp,Solid neat family home,240000,705,2000,2,Harare
f4936c0b84_0.webp,Stands for Sale,130000,0,2100,,Harare
d3654b1484_0.webp,Modest 3-Bedroom Home With Potential,95000,140,705,3,Harare
d01423b327_0.webp,"Magnificent views , off Enterprise Road",270000,0,6489,,Harare
c188b20238_0.webp,Unlock your dream lifestyle in Nyanga,40000,0,5180000,,Harare
,Vacant house,50000,150,2403,4,Harare
bad15a5a9e_0.webp,Style Class and Modern Living,340000,240,4269,3,Harare
4d19d16cd4_0.webp,"Prime 600 m² Land for Sale in Fairview, Harare West",35000,600,600,,Harare
9b0971615c_0.webp,Great investment,450000,1500,4269,4,Harare
d8c0b39fb9_0.webp,Cold Comfort house for sale,79000,300,400,4,Harare
e0b47d2fdd_0.webp,A Choice Of 13 Bed Town House For Sale In Marlborough,45000,0,0,1,Marlborough
708be8c3c6_0.webp,Your ideal property,60000,150,150,3,Harare
d3cca11ae2_0.webp,Service Station for sale,2500000,4500,48000,,Harare
1be0e5febe_0.webp,House For Sale,550000,1000,4047,4,Harare
9fcb557478_0.webp,Great investment,45000,120,210,4,
f8427f5d02_0.webp,Good investment,55000,500,609,5,Mufakose
16a4c50fae_0.webp,Arlington Stand For Sale,65000,0,360,8,Harare
4d5cd7319c_0.webp,Newly Listed,180000,250,367,3,Harare
7a3dd8369f_0.webp,"Two-Storey Factory for Sale in Belmont, Bulawayo",690000,3600,3600,,Bulawayo
a9e06e1a48_0.webp,Philadelphia  Spacious 5-Bedroom Home on 5.4 Acres,800000,4,21853,5,Harare
63e8525b01_0.webp,Prime Office And Warehouse Property,375000,1229,1229,,Bulawayo
1b2e7865ad_0.webp,Perfectly Located Kirkman Road Frontage Property,255000,350,2700,5,Harare
83f83e44d2_0.webp,Spacious 6-Bedroom Family Home with Pool and Borehole in Harare,650000,3000,4900,6,Harare
600b41cd17_0.webp,Prime Location close to Harare Drive,300000,2000,2000,4,Borrowdale
0503e9fff0_0.webp,Investors Delight,255000,300,4896,5,Greendale
9846a82cf9_0.webp,Reduced exceptional 51-hectare agro-residential plot,170000,1000,510000,2,Harare
7acf3120f4_0.webp,Rydale Ridge,18000,0,300,,Harare
542f88abad_0.webp,Land for sale,100000,0,2000,,
5016b546ab_0.webp,"Dynamic Industrial Space, Limitless Possibilities",3250000,0,63000,,Bulawayo
f4917cf35c_0.webp,In a secure complex,220000,150,500,3,Borrowdale
6ffb8757fb_0.webp,Prime 2000m² Glen Lorne Land with A Prolific Borehole,175000,0,2000,,Harare
dbe37fbd6a_0.webp,Commercial Property - Mount Pleasant - PRIME LOCATION,450000,2500,3589,,Mount Pleasant
b0d6a52e96_0.webp,House for sale,150000,600,4280,4,Hatfield
e6295ef058_0.webp,High Return On Investment,17400,0,1200,,Harare
11b7c6518d_0.webp,Modern Luxurious Townhouse for Sale in Marlborough,140000,200,300,3,Marlborough
a74daf6650_0.webp,Crowhill Stands for sale,17000,0,1500,,Harare
07f37f4c6d_0.webp,Commercial Property For Sale In CBD,480000,0,977,,Harare
48115a0d77_0.webp,Elegant Belvedere Home with Modern Comforts,290000,800,1911,4,Belvedere
4556ccf821_0.webp,Versatile Warehouse  Storage in Ruwa with Borehole Access,250000,680,2399,,
60e5b2ef06_0.webp,Stand for sale,120000,0,2000,,Harare
72af935a5c_0.webp,Great investment,95000,300,800,4,
dc77750e2b_0.webp,Commercial Property for Sale - Mutare Avenues,260000,550,2230,3,
d3fd664922_0.webp,Unique Investment Opportunity,425000,317,4000,4,Highlands
791e1eef00_0.webp,Greendale House For Sale,390000,240,4050,3,Greendale
aff7d8e6c4_0.webp,Build your dream home on this flat 4082sqm land.,350000,0,4082,,Borrowdale
25b5f43a08_0.webp,4 bed Westgate Fair view House,175000,600,900,4,Harare
19f0f7d61e_0.webp,Only 3 Units Left Move-In Ready Homes,370000,205,600,3,Mount Pleasant
ca277ff64d_0.webp,Town House for Sale,450000,220,32220,3,Newlands
c3eba2ee06_0.webp,Commercial land for sale,16000,0,300,,Harare
810e6f058d_0.webp,Zvimba $280000,280000,510000,510000,,Harare
b6efb51ae9_0.webp,"Prime Sunway City Harare Land with Borehole,Deeds  3 Cottages with Rental Income 3087m²",160000,0,3087,,Harare
c204e1dd89_0.webp,Reduced to go,155000,0,16187,3,Marlborough
83878be2c4_0.webp,Simplex townhouses,150000,125,450,3,Bulawayo
f575a15beb_0.webp,"5-Bedroom Architectural thatched double storey for Sale in Hogerty Hill, Harare North",1200000,4,16187,5,Harare
7e6583b35e_0.webp,Mt Pleasant Luxury House for Sale,500000,900,3100,3,Marlborough
cfcfb543a1_0.webp,Smart Luxury Living in Marlborough  Double-Storey Home,250000,600,2000,4,Marlborough
65080ebcab_0.webp,Kensington apartment for sale - 230kneg,230000,150,2000,3,Harare
59ce7b6306_0.webp,Superb Opportunity,180000,2250,2250,,Harare
666d3388cb_0.webp,A Feel Good Family Home Amongst Leafy Serenity,180000,744,744,4,Bulawayo
85bd87c36f_0.webp,Ultimate Water Side Living,525000,3,12343,3,Bulawayo
38963ac044_0.webp,4-Bedroom Home in Secure Mabvazuva with Modern Amenities,150000,400,1200,4,
cecf8602db_0.webp,Mabelreign House,165000,400,900,4,Harare
9d146e5ac3_0.webp,Prime 1200 m² Residential Land for Sale in Nyabira,25000,0,1200,,
e212003299_0.webp,Build your dream house in a beautiful area,23000,600,600,,Bulawayo
1ca4e09d7a_0.webp,P R E M I E R  I N V E S T M E N T,650000,500,14000,5,Harare
bfa1129826_0.webp,New Built Apartment for sale,225000,300,1000,3,Greendale
8d89b9b6cb_0.webp,Borrowdale Premier Heights Stands For Sale,42500,500,500,,Harare
244dc7129c_0.webp,Double story House for sale in Westgate harare west,200000,500,820,3,Harare
d17c973782_0.webp,Modern Luxury Meets Secure Living in Greendale,265000,0,4134,4,Greendale
8193f18b4a_0.webp,Carrick Creaghs Finest- Luxurious Mansion,3000000,320,4200,7,Harare
f7eddae4bc_0.webp,Family home,215000,4134,4134,5,Hatfield
03d3aa0b3f_0.webp,2 Bedroomed Apartment,75000,0,4132,2,Marlborough
981de2ba95_0.webp,Stunning Helensvale Home,1100000,600,15952,4,Harare
c22cdff2bd_0.webp,Land For Sale in Carrick Creagh,230000,0,4132,3,Harare
fd2d58c0c7_0.webp,"Luxury 7-Bedroom Double Story House for Sale in Matsheumhlope, Bulawayo",280000,900,5000,7,Bulawayo
99c671328d_0.webp,3 Bedroom House in Belvedere,280000,1649,1649,3,Belvedere
3fcbf657e7_0.webp,Stylish 3-Bedroom Townhouse in Hatfield with Borehole Access,135000,170,400,3,Hatfield
fd3a705ad8_0.webp,Stand in the esteemed gated Carrick Creagh Community,110000,0,2000,,Borrowdale
2c48e9b629_0.webp,Dont miss out,220000,450,2000,3,Harare
a7c2460a4d_0.webp,Agro-Residential Plots For Sale In Inyanga,100000,0,50000,,
b79075f2f5_0.webp,Build yours,38000,0,450,,Harare
bdfe8dbfb7_0.webp,Pomona Industrial Land For Sale,3500000,0,15000,,Harare
963e2adc85_0.webp,Solar Powered 3-Bedroom House for Sale in Glaudina with Developers Cession,55000,300,300,3,Harare
04de7f277e_0.webp,Prime 2500 m² Stand in Serene Borrowdale Build Your Dream Home,125000,0,2500,,Borrowdale
9d1d51eb1b_0.webp,4 bed family home,260000,250,2000,4,Harare
50ce2f8b19_0.webp,Premium Stands from 1250 m² for Sale in Rusape,20000,0,1250,,
121e93978b_0.webp,Spacious Warehouse with Versatile Layout,310000,700,1500,,Bulawayo
07051be56f_0.webp,An Investment Property worth considering,2145000,0,1000,,Harare
5132d8f000_0.webp,Luxury Mansion in Glen Lorne Folly John,520000,4780,200000,6,Harare
aee3430a0f_0.webp,"Residential Stands for sale In Waterfalls, Prospect",55000,1000,1000,3,Waterfalls
0dd82b5868_0.webp,Lets go farming,75000,0,200000,,
83bc44c12f_0.webp,"Stunning House For Sale In Helensvale, Borrowdale",700000,650,4000,5,Borrowdale
c6cd2dc9df_0.webp,Glamourous Avenues Residence on 2059 Sqm,320000,1000,2059,3,
57e45a71ab_0.webp,Stand for sale,125000,0,2000,,Marlborough
07a4c3d18d_0.webp,Exquisite 4 bedroom Cluster unit for sale,300000,0,0,4,Mount Pleasant
5f6a5de807_0.webp,Well appointed family home with spacious living in Borrowdale Brooke,1950000,600,5063,5,Borrowdale
2460356057_0.webp,Great investment,35000,0,1000,,Harare
d4b7195c2b_0.webp,3-Bedroom Home with Pool  Borehole in Marlborough,290000,4256,4256,5,Marlborough
ce87df1cfe_0.webp,Perfect Investment Opportunity,89000,50,150,2,Hillside
adae34c0d9_0.webp,Unique Family Home On St Brelades Road,680000,1,3949,5,Harare
7e3f1bcf69_0.webp,Modern Family Living  4-Bedroom Beauty For Sale,130000,230,400,4,Harare
,Highlands Flat For Sale,350000,300,500,4,Highlands
e0e04e4a03_0.webp,Modern Cluster Home For Sale,225000,150,500,3,Greendale
9b99dd1bed_0.webp,Residential Stands for Sale in Waterfalls Prospect  Ready to Build,55000,1001,1001,,Waterfalls
1c5362cd45_0.webp,Busy Industrialcommercial Area For Sale,750000,8094,8109,,Harare
7d7be79e8d_0.webp,Hotel For Sale,1350000,650,892,,Harare
0baf9e3b40_0.webp,Unique 3 bedroomed,850000,4070,266380000,3,Harare
3fa984deb7_0.webp,Glenlorne Property For Sale,140000,3121,3121,,Harare
e63ebb75a9_0.webp,True Gem In Secure Complex,400000,70000,266380000,4,Harare
a9b5bb22be_0.webp,Neat Reduced to go,76500,280,400,4,Harare
cb465846d2_0.webp,"Seven Hectares, Prolific Borehole On Jeans Walk Cromlet",550000,0,70000,,
084696d7bf_0.webp,"Beautiful 5-Bedroom Home In Maridale, Norton",60000,130,200,5,
688afa8f08_0.webp,"Exclusive Sandton Stand  4,000sqm",110000,0,4000,,Harare
6691744be9_0.webp,Waterfalls Prospect Duplex Cluster Units For Sale,120000,161,270,3,Waterfalls
aeab585c71_0.webp,4 beds Exclusive TownhousesCluster conviniently located,425000,278,558,4,Harare
9b794eecaf_0.webp,Cluster Stand for Sale In GREYSTONE PARK,60000,0,300,,GREYSTONE PARK
50f72a7ee4_0.webp,Suburbs House for Sale,295000,950,3000,3,Bulawayo
258ed8f24e_0.webp,Prime property with development potential On Show,1400000,600,16800,4,Harare
792b8dd920_0.webp,Solid Return-On-Investment,170000,300,950,4,Harare
fdd591a620_0.webp,Rockview Ruwa,40000,1000,1000,,
29594b0f63_0.webp,Residential Stand for Sale  New Marlborough Old Suburb,110000,0,2000,,Marlborough
932480e913_0.webp,Norton,7000,30,300,,
0a1b127eae_0.webp,Waterfalls 3900sqm ResidentialCommercialIndustrial Stand For Sale,140000,0,3900,,Waterfalls
352208c95c_0.webp,Only 8 Units Left,160000,90,4040,2,Harare
92fdfbaea9_0.webp,Finish It To Your Taste,350000,800,2275,6,Harare
b8c6c3170d_0.webp,Budiriro 4,55000,200,390,4,Harare
c4af484b92_0.webp,Finish it to your own taste,125000,500,1000,4,Harare
73ab0bc005_0.webp,Investment Opportunity,90000,50,2150,2,Newlands
993303e629_0.webp,Hatfield Clusters,152500,0,0,3,Hatfield
e2d744b381_0.webp,"2100m² Residential Land in Arlington,Deed available, Harare South",115000,600,2100,2,Harare
41658ea4e1_0.webp,Renovators Delight in The Grange,290000,300,4060,4,The Grange
8b8a9e1457_0.webp,New on the market,23000,0,240200,,Harare
4da64b8802_0.webp,Prime Commercial Land For Sale in Chegutu,1000000,0,128000,,
94fe9ab190_0.webp,Townhouse for sale 210kneg,210000,150,300,3,Harare
da73afa9fe_0.webp,Prime land in a quite surbub,48000,0,4000,,Bulawayo
4d955afe20_0.webp,"Silverbrooke along Mutare RoadPrime 1000 m² Residential Land for Sale in Ruwa, Zimbabwe",37000,1000,1000,,
ba615b8ed0_0.webp,Secure Family Home with Unique Character,140000,1950,4126,3,Bulawayo
f3d360915d_0.webp,Commercial Hub Investment,750000,0,0,,Bulawayo
da7134343d_0.webp,Charlotte Brooke- Incomplete House with Great Potentail,85000,347,1950,2,Harare
d932511e44_0.webp,Chitungwiza Commercial Property For Sale,125000,120,130,,Harare
03b3bce77b_0.webp,Gletywn Park Police Heights  Stand for Sale,210000,6000,6000,,Harare
1a37805fd4_0.webp,Spacious 6-Bedroom House with Borehole in Arlington,425000,2000,22400,6,Harare
2d21b83716_0.webp,Residential Block for Sale,1150000,1500,2000,,Bulawayo
2afc3f2a87_0.webp,Norton Land,140000,0,22400,,Harare
e7cae08211_0.webp,Westgate Area D House For Sale,160000,320,1500,4,Harare
f7916faf47_0.webp,3 bedroom cluster in Arlington,150000,180,640,3,Harare
cbcff881da_0.webp,Warehouses Chiredzi Depot 9629sqm,420000,9629,9629,,
8f53d201f2_0.webp,Agroplot for Sale in Ruwa,200000,0,48000,,Harare
f83e2e1c25_0.webp,"2,3ha Gumtree Clare Mont",75000,0,23930000,,Bulawayo
3783b9c45e_0.webp,Pomona Townhouses in Secure Complex,190000,140,275,3,Harare
c9ed7cb6fb_0.webp,Hatfield 3 Bedroom house for sale... Opposite Arlington east,160000,350,1851,3,Marlborough
ab6b9a1d13_0.webp,Luxurious 4-Bed Townhouse in Marlborough Up For Grabs,270000,242,9347,4,Harare
76a76f6f93_0.webp,Prime Commercial Property With Excellent Investment Potential,1950000,0,0,,Bulawayo
1b6b975233_0.webp,Norton,35000,0,2652,,
797420145e_0.webp,"Spacious 5-Bedroom Home for Sale in Ashdown Park, Harare",150000,460,600,5,Harare
72a5f684e8_0.webp,Glen View 2 house for sale,37000,90,289,4,Glen View
dc4e0c0149_0.webp,Greystone Park Stand,150000,0,3000,,Greystone Park
5bce93ed35_0.webp,"Helensvale Elegance Awaits,Starter Homes in a Leafy Suburb",400000,2000,50000,4,Harare
2c1db0d371_0.webp,Investment Grade Brand New Modern  Luxurious 2 Beds Apartments For Sale,152000,199,4000,2,Harare
ea7aef9937_0.webp,Upmarket Residential Stands in Lifestyle Estate,150000,1998,17000,,Borrowdale
07931d9175_0.webp,New Marlborough house for sale,130000,280,500,3,Marlborough
96765cc148_0.webp,Apartments for sale,120000,84,17000,3,Harare
ba3f1ed95e_0.webp,Commercial land for sale,380000,17000,17000,,Harare
6cf3150642_0.webp,Luxurious 4-Bedroom Home in Scenic Kariba,350000,854,854,4,
8378a0ebea_0.webp,Borrowdale,1320000,511,4100,,Borrowdale
5baf0a92ce_0.webp,Morden Garden Flats for Sale in Strathaven,160000,150,150,3,Harare
573794d926_0.webp,Stand for sale,58000,1000,1000,,Harare
7661208b20_0.webp,Incomplete 3-Bedroom Cottage for Sale in Sandton,65000,1322,1322,3,Harare
1303922f14_0.webp,Mountain Retreat With Stunning Views - Chimanimanis Hidden Gem,60000,210,2879,2,
f2d8d820bf_0.webp,Neat and secure townhouse in a complex of 16 units,95000,220,300,3,Waterfalls
6b28387218_0.webp,"Eastlea Spacious Property with Cottage ,1,555sqm",350000,500,1555,5,Eastlea
9a8fdd9862_0.webp,Ready for development,2500000,8.8,88000,54,Waterfalls
c5a2d149b9_0.webp,Lets Go Farming,1900000,14030000,14030000,,Harare
56d4291e41_0.webp,Secure Your Dream Stand at Elmar Park  Maronderas Hottest New Development,10250,0,250,,Harare
fb4c6bf688_0.webp,Commercial property for sale,590000,1983,1983,,Harare
3311c4383f_0.webp,Modern Glaudina House -just near Byo RD,65000,200,600,3,Harare
e7d4e9eb44_0.webp,Quinnington Stand For Sale,80000,208,844,5,Harare
17babf2cfc_0.webp,Mhondoro Ngezi turf Stands For Sale,7000,250,250,,
9f77177b48_0.webp,Spacious 5-Bedroom Home For Sale In New Marlboroug,235000,500,2222,5,Marlborough
0b0550c221_0.webp,Duplex Townhouse for Sale,350000,625,625,5,Harare
d18dddcb41_0.webp,"Modern Executive Townhouse US$305k, 3 beds 2 baths.",280000,125,500,3,Newlands
b644a5dbde_0.webp,Marlborough house,220000,4000,4000,3,Marlborough
4d36530078_0.webp,"Elegant 5-Bedroom House for Sale in Glen Lorne, Harare North",710000,488,4263,5,Harare
340d20e528_0.webp,"5-Bedroom Family Home for Sale in Zimre Park, Harare East",120000,120,600,5,Harare
983bea6cb8_0.webp,"Charming 3-Bed Townhouse in Groom Bridge with Borehole, ready for occupation.",370000,0,0,3,Harare
e0a24688bf_0.webp,Charming 2-Bed Garden Flat with Borehole in Avondale,200000,150,150,2,Avondale
e14946d54f_0.webp,Borrowdale Helensvale,380000,2800,2800,3,Harare
1444f2aa5d_0.webp,Luxury Home in Cold Comfort,175000,386,1682,3,Harare
efa8470da6_0.webp,"4-Bedroom House for Sale in Mabvazuva, Ruwa",130000,210,400,4,
b657826a22_0.webp,New Tafara House for Sale,35000,120,150,3,Harare
a2ef77cc0a_0.webp,Unleash Your Dream Home A Hogerty Hill Masterpiece Awaits,240000,0,4348,7,Harare
41016c0c6f_0.webp,"Bedroom Luxury House For Sale In Borrowdale, HRE",650000,4675,624675,6,Borrowdale
bc9926cbe0_0.webp,Contemporary 3-Bed Townhouse in Serene Arlington Estate,175000,201,300,3,Harare
b7b53c3499_0.webp,Investment opportunity,400000,500,4040,3,Harare
267b6bc7d7_0.webp,A perfect spot for weekend getaway POA,1650000,2000,65000,14,
ea6117ba7e_0.webp,Lendy Park,36000,0,1200,,
e1036498b6_0.webp,"Spacious 4-Bedroom House for Sale in Glen Norah, Harare",40000,212,212,4,Harare
de1418c9c2_0.webp,Helensvale House,550000,500,6000,4,Harare
a26347a7dc_0.webp,Spacious 4-Bedroom Home in Christon Bank,490000,1.6559,16500,4,
b5150f52f9_0.webp,Massive 3 Hectare Warehouse  Factory For Sale in Bindura,590000,30000,30000,,
09b4b26d3c_0.webp,Mabvazuva phase 1.1 architectural masterpiece for sale,150000,450,720,4,Harare
18e917e6af_0.webp,"Prime 21,280 m² Residential Land for Sale in Norton, Zimbabwe",72000,0,21280,,Harare
682da1813e_0.webp,Kintyre 10 Hectares of Land with Bulawayo main Road Frontage between Norton and Harare,400000,0,100000,,Bulawayo
c70f22d9ca_0.webp,3 bedroom apartment for sale in The Victoria falls Estate,295000,173,244,3,
3773f39fc7_0.webp,Golf Estate Development Opportunity,3900000,0,61000,,Hatfield
decb284c8b_0.webp,Ideal For Commercial Use,170000,150,1145,3,Harare
f0db0bf73f_0.webp,Kinsley Estate,165000,300,2200,6,Greystone Park
e19c717e3f_0.webp,Greystone Park Mansion For Sale,850000,4078,4078,6,Greystone Park
4fa6016879_0.webp,Adelaide Park house for Sale perfect for Renovators,55000,250,300,5,
29a9955a71_0.webp,Avondale First-Floor Flat with Garage  Borehole,75000,0,500,2,Avondale
f3628f2e9f_0.webp,"Prime 3000m² Residential Plot in Tranquil Greengrove, Harare",170000,0,3000,,Harare
71a9b24ee4_0.webp,"Prime 500m² and 1700m2 Residential Land for Sale, Carrick Creagh, Harare",78000,0,500,,Harare
004bf58089_0.webp,Discover This Incredible Townhouse in Northend .,115000,4046,4057,3,Bulawayo
1cc88b8042_0.webp,CBD Prime Commercial Property for Sale,350000,500,982,,Harare
dad67628b7_0.webp,Offices in Prime location,1320000,850,4057,,Borrowdale
2923337c3a_0.webp,Vainona Cluster Homes Premium Living Redifined,600000,500,800,5,Harare
caf582d630_0.webp,House for Sale in Glaudina,70000,160,300,5,Harare
49eefa2e91_0.webp,Upmarket Real Estate,355000,300,41000,4,Greendale
fea733117e_0.webp,17 Acre well equipped Agro Residential Plot - 2.4KM away from Mutare RoadGoromonzi turn off,520000,17,63242,4,
b4acf48e9d_0.webp,"Industrial Property for Sale in Ruwa, with Mutare Road Frontage",3900000,6400,41000,,
e16fc61b9d_0.webp,Prime Agro-Residential Plot for Sale  Norton,140000,0,13000,,
